Cód. Item;Estoque
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;5
693;4,56
693;4,78
694;5
694;5
694;5
694;5
694;5
694;5
694;5
694;5
694;5
694;5
694;4,64
694;4,88
695;7
695;7
695;7
695;7
695;7
695;7
695;7
695;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
696;7
701;381,1
701;382,7
714;589
723;552,3
723;551,1
724;419
724;424
728;1.511
728;1.427
728;1.411
745;404,5
745;314
745;319
745;385
745;384
750;510
750;495
752;620
752;444
752;409
752;667
752;672
752;437
752;438
752;661
752;687
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
756;5
759;216,5
759;216,1
759;223,7
759;224,7
759;221,5
759;193,9
759;210,5
759;212,7
759;198,3
759;198,1
759;205,1
759;205,1
759;229,5
759;229,3
759;466,6
762;448
762;447
762;447
766;442,1
766;454,3
766;441,1
766;443,9
779;117
779;117
779;117
784;102
784;101
784;97
790;114
790;105
790;114
790;104
790;106
791;107
792;106
796;160
802;107
829;7
829;7
829;7
834;644
834;643
837;316
846;100,5
846;110
847;94
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;23,47
853;18,36
854;22,85
854;22,85
854;22,85
854;22,86
854;22,86
854;22,86
854;22,86
854;22,86
854;22,86
854;22,86
854;22,86
854;22,86
854;22,86
854;7,63
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,89
858;15,88
858;9,54
859;32,42
859;32,42
859;32,42
859;32,42
859;32,42
859;32,42
859;32,42
859;32,42
859;32,42
859;32,42
859;16,28
859;32,42
860;16,14
860;16,14
860;16,14
860;16,14
860;16,14
860;16,14
860;16,13
860;16,13
860;16,13
860;16,13
860;16,13
860;16,13
860;4,24
862;22,61
862;22,61
862;22,61
862;22,61
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;22,6
862;13,56
862;22,78
862;22,78
862;22,78
862;22,78
862;22,78
862;22,79
862;22,79
862;22,79
862;22,79
862;22,79
862;22,79
862;22,79
862;22,79
862;22,79
862;22,79
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,17
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;23,16
863;7,72
864;22,1
864;22,1
864;22,1
864;22,1
864;22,1
864;17,21
864;21,97
864;21,97
864;21,98
864;21,98
864;21,98
865;17,82
865;17,82
865;17,82
865;17,82
865;17,82
865;17,82
865;17,82
865;17,82
865;17,82
865;17,83
865;17,83
865;17,83
865;17,83
865;17,83
865;17,83
867;19,09
867;19,09
867;19,09
867;19,09
867;19,09
867;19,09
867;19,09
867;19,09
867;19,09
867;19,09
867;19,1
867;19,1
867;19,1
867;19,1
867;18,84
867;18,84
868;19,81
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
873;18,67
874;20,84
874;20,84
874;20,84
874;20,84
874;20,84
874;20,84
874;20,84
874;20,83
874;20,83
874;20,83
874;20,83
874;20,83
874;20,83
874;13,89
875;91
876;59
876;136,5
882;209
883;178
886;29,12
886;29,12
886;29,12
886;29,12
886;29,12
886;29,12
886;29,12
886;29,12
886;29,12
886;29,13
886;29,13
886;23,3
887;32,44
887;32,44
887;32,44
887;32,44
887;32,44
887;32,44
887;32,45
887;32,45
887;32,45
887;32,45
887;32,45
887;8,11
888;23,47
888;23,47
888;23,47
888;23,47
888;23,47
888;23,47
888;23,47
888;23,47
888;23,47
888;23,47
888;23,46
888;23,46
888;23,46
888;23,46
888;23,46
888;23,46
888;23,46
888;14,08
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;16,4
889;3,44
892;42
893;32
895;215
899;155
911;101
